2022-01-24 12:01:484 INFO  ManageDriver :33 - Launching Chrome Browser
2022-01-24 14:01:344 INFO  InventoryItemPage :53 - Click on back to products:- [[ChromeDriver: chrome on WINDOWS (c45d1a35680afdd080a649c9f3406347)] -> xpath: //button[@id='back-to-products']]
2022-01-24 14:01:523 INFO  InventoryPage :38 - Select from the drop down menu:- Price (high to low)
2022-01-24 14:01:654 INFO  InventoryPage :48 - Select the costliest item:- Proxy element for: DefaultElementLocator 'By.linkText: Sauce Labs Fleece Jacket'
2022-01-24 14:01:233 INFO  ManageDriver :33 - Launching Chrome Browser
2022-01-24 14:01:200 INFO  HomePage :39 - Enter user name and password:- standard_usersecret_sauce
2022-01-24 14:01:358 INFO  HomePage :44 - Click on login button:- [[ChromeDriver: chrome on WINDOWS (615f1bb2c3511f083ff2213a9a09214c)] -> id: login-button]
2022-01-24 14:01:842 INFO  InventoryPage :38 - Select from the drop down menu:- Price (high to low)
2022-01-24 14:01:984 INFO  InventoryPage :43 - Select the cheapest item:- [[ChromeDriver: chrome on WINDOWS (615f1bb2c3511f083ff2213a9a09214c)] -> link text: Sauce Labs Onesie]
2022-01-24 14:01:60 INFO  InventoryItemPage :40 - Click on add to cart:- [[ChromeDriver: chrome on WINDOWS (615f1bb2c3511f083ff2213a9a09214c)] -> xpath: //button[@id='add-to-cart-sauce-labs-onesie']]
2022-01-24 14:01:195 INFO  InventoryItemPage :53 - Click on back to products:- [[ChromeDriver: chrome on WINDOWS (615f1bb2c3511f083ff2213a9a09214c)] -> xpath: //button[@id='back-to-products']]
2022-01-24 14:01:358 INFO  InventoryPage :38 - Select from the drop down menu:- Price (high to low)
2022-01-24 14:01:528 INFO  InventoryPage :48 - Select the costliest item:- Proxy element for: DefaultElementLocator 'By.linkText: Sauce Labs Fleece Jacket'
2022-01-24 19:01:122 INFO  ManageDriver :33 - Launching Chrome Browser
2022-01-24 19:01:566 INFO  HomePage :39 - Enter user name and password:- standard_usersecret_sauce
2022-01-24 19:01:740 INFO  HomePage :44 - Click on login button:- [[ChromeDriver: chrome on WINDOWS (e0a90ce3d2ee99764171a5381ce936eb)] -> id: login-button]
2022-01-24 19:01:248 INFO  InventoryPage :38 - Select from the drop down menu:- Price (high to low)
2022-01-24 19:01:418 INFO  InventoryPage :43 - Select the cheapest item:- [[ChromeDriver: chrome on WINDOWS (e0a90ce3d2ee99764171a5381ce936eb)] -> link text: Sauce Labs Onesie]
2022-01-24 19:01:534 INFO  InventoryItemPage :40 - Click on add to cart:- [[ChromeDriver: chrome on WINDOWS (e0a90ce3d2ee99764171a5381ce936eb)] -> xpath: //button[@id='add-to-cart-sauce-labs-onesie']]
2022-01-24 19:01:709 INFO  InventoryItemPage :53 - Click on back to products:- [[ChromeDriver: chrome on WINDOWS (e0a90ce3d2ee99764171a5381ce936eb)] -> xpath: //button[@id='back-to-products']]
2022-01-24 19:01:898 INFO  InventoryPage :38 - Select from the drop down menu:- Price (high to low)
2022-01-24 19:01:989 INFO  ManageDriver :33 - Launching Chrome Browser
2022-01-24 19:01:922 INFO  HomePage :39 - Enter user name and password:- standard_usersecret_sauce
2022-01-24 19:01:273 INFO  HomePage :44 - Click on login button:- [[ChromeDriver: chrome on WINDOWS (3fdb3903ea865b93b5d28ab52364798f)] -> id: login-button]
2022-01-24 19:01:946 INFO  InventoryPage :39 - Select from the drop down menu:- Price (high to low)
2022-01-24 19:01:132 INFO  InventoryPage :44 - Select the cheapest item:- [[ChromeDriver: chrome on WINDOWS (3fdb3903ea865b93b5d28ab52364798f)] -> link text: Sauce Labs Onesie]
2022-01-24 19:01:314 INFO  InventoryItemPage :40 - Click on add to cart:- [[ChromeDriver: chrome on WINDOWS (3fdb3903ea865b93b5d28ab52364798f)] -> xpath: //button[@id='add-to-cart-sauce-labs-onesie']]
2022-01-24 19:01:449 INFO  InventoryItemPage :53 - Click on back to products:- [[ChromeDriver: chrome on WINDOWS (3fdb3903ea865b93b5d28ab52364798f)] -> xpath: //button[@id='back-to-products']]
2022-01-24 19:01:637 INFO  InventoryPage :39 - Select from the drop down menu:- Price (high to low)
2022-01-24 19:01:579 INFO  ManageDriver :33 - Launching Chrome Browser
2022-01-24 19:01:446 INFO  HomePage :39 - Enter user name and password:- standard_usersecret_sauce
2022-01-24 19:01:851 INFO  HomePage :44 - Click on login button:- [[ChromeDriver: chrome on WINDOWS (8d818092510bcc48059f6b61f29729b4)] -> id: login-button]
2022-01-24 19:01:547 INFO  InventoryPage :39 - Select from the drop down menu:- Price (high to low)
2022-01-24 19:01:700 INFO  InventoryPage :44 - Select the cheapest item:- [[ChromeDriver: chrome on WINDOWS (8d818092510bcc48059f6b61f29729b4)] -> link text: Sauce Labs Onesie]
2022-01-24 19:01:832 INFO  InventoryItemPage :40 - Click on add to cart:- [[ChromeDriver: chrome on WINDOWS (8d818092510bcc48059f6b61f29729b4)] -> xpath: //button[@id='add-to-cart-sauce-labs-onesie']]
2022-01-24 19:01:964 INFO  InventoryItemPage :53 - Click on back to products:- [[ChromeDriver: chrome on WINDOWS (8d818092510bcc48059f6b61f29729b4)] -> xpath: //button[@id='back-to-products']]
2022-01-24 19:01:150 INFO  InventoryPage :39 - Select from the drop down menu:- Price (high to low)
2022-01-24 19:01:239 INFO  InventoryPage :49 - Select the costliest item:- [[ChromeDriver: chrome on WINDOWS (8d818092510bcc48059f6b61f29729b4)] -> xpath: //a[@id='item_5_title_link']]
2022-01-24 19:01:352 INFO  ManageDriver :33 - Launching Chrome Browser
2022-01-24 19:01:320 INFO  HomePage :39 - Enter user name and password:- standard_usersecret_sauce
2022-01-24 19:01:701 INFO  HomePage :44 - Click on login button:- [[ChromeDriver: chrome on WINDOWS (693361ebbd1865bcfcd1af85fba6747b)] -> id: login-button]
2022-01-24 19:01:258 INFO  InventoryPage :39 - Select from the drop down menu:- Price (high to low)
2022-01-24 19:01:338 INFO  InventoryPage :44 - Select the cheapest item:- [[ChromeDriver: chrome on WINDOWS (693361ebbd1865bcfcd1af85fba6747b)] -> link text: Sauce Labs Onesie]
2022-01-24 19:01:444 INFO  InventoryItemPage :40 - Click on add to cart:- [[ChromeDriver: chrome on WINDOWS (693361ebbd1865bcfcd1af85fba6747b)] -> xpath: //button[@id='add-to-cart-sauce-labs-onesie']]
2022-01-24 19:01:559 INFO  InventoryItemPage :53 - Click on back to products:- [[ChromeDriver: chrome on WINDOWS (693361ebbd1865bcfcd1af85fba6747b)] -> xpath: //button[@id='back-to-products']]
2022-01-24 19:01:734 INFO  InventoryPage :39 - Select from the drop down menu:- Price (high to low)
2022-01-24 19:01:825 INFO  InventoryPage :49 - Select the costliest item:- [[ChromeDriver: chrome on WINDOWS (693361ebbd1865bcfcd1af85fba6747b)] -> link text: Sauce Labs Fleece Jacket]
2022-01-24 19:01:838 INFO  ManageDriver :33 - Launching Chrome Browser
2022-01-24 19:01:470 INFO  HomePage :39 - Enter user name and password:- standard_usersecret_sauce
2022-01-24 19:01:779 INFO  HomePage :44 - Click on login button:- [[ChromeDriver: chrome on WINDOWS (d5534b97f3e7006601b4bf93bfc2c049)] -> id: login-button]
2022-01-24 19:01:364 INFO  InventoryPage :39 - Select from the drop down menu:- Price (high to low)
2022-01-24 19:01:476 INFO  InventoryPage :44 - Select the cheapest item:- [[ChromeDriver: chrome on WINDOWS (d5534b97f3e7006601b4bf93bfc2c049)] -> link text: Sauce Labs Onesie]
2022-01-24 19:01:587 INFO  InventoryItemPage :42 - Click on add to cart:- [[ChromeDriver: chrome on WINDOWS (d5534b97f3e7006601b4bf93bfc2c049)] -> xpath: //button[@id='add-to-cart-sauce-labs-onesie']]
2022-01-24 19:01:760 INFO  InventoryItemPage :60 - Click on back to products:- [[ChromeDriver: chrome on WINDOWS (d5534b97f3e7006601b4bf93bfc2c049)] -> xpath: //button[@id='back-to-products']]
2022-01-24 19:01:952 INFO  InventoryPage :39 - Select from the drop down menu:- Price (high to low)
2022-01-24 19:01:42 INFO  InventoryPage :49 - Select the costliest item:- [[ChromeDriver: chrome on WINDOWS (d5534b97f3e7006601b4bf93bfc2c049)] -> link text: Sauce Labs Fleece Jacket]
2022-01-24 19:01:114 INFO  InventoryItemPage :47 - Click on add to cart:- [[ChromeDriver: chrome on WINDOWS (d5534b97f3e7006601b4bf93bfc2c049)] -> xpath: //button[@id='add-to-cart-sauce-labs-fleece-jacket']]
2022-01-24 19:01:201 INFO  InventoryItemPage :65 - Click on shopping cart:- [[ChromeDriver: chrome on WINDOWS (d5534b97f3e7006601b4bf93bfc2c049)] -> xpath: //div[@id='shopping_cart_container']//a]
2022-01-24 19:01:625 INFO  ManageDriver :33 - Launching Chrome Browser
2022-01-24 19:01:48 INFO  HomePage :39 - Enter user name and password:- standard_usersecret_sauce
2022-01-24 19:01:308 INFO  HomePage :44 - Click on login button:- [[ChromeDriver: chrome on WINDOWS (c845ef7a964a73a620acdd05921fb399)] -> id: login-button]
2022-01-24 19:01:06 INFO  InventoryPage :39 - Select from the drop down menu:- Price (high to low)
2022-01-24 19:01:138 INFO  InventoryPage :44 - Select the cheapest item:- [[ChromeDriver: chrome on WINDOWS (c845ef7a964a73a620acdd05921fb399)] -> link text: Sauce Labs Onesie]
2022-01-24 19:01:252 INFO  InventoryItemPage :42 - Click on add to cart:- [[ChromeDriver: chrome on WINDOWS (c845ef7a964a73a620acdd05921fb399)] -> xpath: //button[@id='add-to-cart-sauce-labs-onesie']]
2022-01-24 19:01:380 INFO  InventoryItemPage :60 - Click on back to products:- [[ChromeDriver: chrome on WINDOWS (c845ef7a964a73a620acdd05921fb399)] -> xpath: //button[@id='back-to-products']]
2022-01-24 19:01:780 INFO  InventoryPage :39 - Select from the drop down menu:- Price (high to low)
2022-01-24 19:01:846 INFO  InventoryPage :49 - Select the costliest item:- [[ChromeDriver: chrome on WINDOWS (c845ef7a964a73a620acdd05921fb399)] -> link text: Sauce Labs Fleece Jacket]
2022-01-24 19:01:921 INFO  InventoryItemPage :47 - Click on add to cart:- [[ChromeDriver: chrome on WINDOWS (c845ef7a964a73a620acdd05921fb399)] -> xpath: //button[@id='add-to-cart-sauce-labs-fleece-jacket']]
2022-01-24 19:01:997 INFO  InventoryItemPage :65 - Click on shopping cart:- [[ChromeDriver: chrome on WINDOWS (c845ef7a964a73a620acdd05921fb399)] -> xpath: //div[@id='shopping_cart_container']//a]
2022-01-24 19:01:345 INFO  ManageDriver :33 - Launching Chrome Browser
2022-01-24 19:01:100 INFO  HomePage :39 - Enter user name and password:- standard_usersecret_sauce
2022-01-24 19:01:487 INFO  HomePage :44 - Click on login button:- [[ChromeDriver: chrome on WINDOWS (21d5a9d17f2795f2ecd8d326c91e3862)] -> id: login-button]
2022-01-24 19:01:204 INFO  InventoryPage :39 - Select from the drop down menu:- Price (high to low)
2022-01-24 19:01:381 INFO  InventoryPage :44 - Select the cheapest item:- [[ChromeDriver: chrome on WINDOWS (21d5a9d17f2795f2ecd8d326c91e3862)] -> link text: Sauce Labs Onesie]
2022-01-24 19:01:483 INFO  InventoryItemPage :42 - Click on add to cart:- [[ChromeDriver: chrome on WINDOWS (21d5a9d17f2795f2ecd8d326c91e3862)] -> xpath: //button[@id='add-to-cart-sauce-labs-onesie']]
2022-01-24 19:01:626 INFO  InventoryItemPage :60 - Click on back to products:- [[ChromeDriver: chrome on WINDOWS (21d5a9d17f2795f2ecd8d326c91e3862)] -> xpath: //button[@id='back-to-products']]
2022-01-24 19:01:827 INFO  InventoryPage :39 - Select from the drop down menu:- Price (high to low)
2022-01-24 19:01:918 INFO  InventoryPage :49 - Select the costliest item:- [[ChromeDriver: chrome on WINDOWS (21d5a9d17f2795f2ecd8d326c91e3862)] -> link text: Sauce Labs Fleece Jacket]
2022-01-24 19:01:17 INFO  InventoryItemPage :47 - Click on add to cart:- [[ChromeDriver: chrome on WINDOWS (21d5a9d17f2795f2ecd8d326c91e3862)] -> xpath: //button[@id='add-to-cart-sauce-labs-fleece-jacket']]
2022-01-24 19:01:116 INFO  InventoryItemPage :65 - Click on shopping cart:- [[ChromeDriver: chrome on WINDOWS (21d5a9d17f2795f2ecd8d326c91e3862)] -> xpath: //div[@id='shopping_cart_container']//a]
2022-01-24 19:01:208 INFO  CartPage :27 - Click on check out button:- [[ChromeDriver: chrome on WINDOWS (21d5a9d17f2795f2ecd8d326c91e3862)] -> xpath: //button[@id='checkout']]
2022-01-24 19:01:337 INFO  CheckOutStepOnePage :38 - Send first name:- [[ChromeDriver: chrome on WINDOWS (21d5a9d17f2795f2ecd8d326c91e3862)] -> css selector: #first-name]
2022-01-24 19:01:471 INFO  CheckOutStepOnePage :44 - Send last name:- [[ChromeDriver: chrome on WINDOWS (21d5a9d17f2795f2ecd8d326c91e3862)] -> css selector: #last-name]
2022-01-24 19:01:587 INFO  CheckOutStepOnePage :50 - Send last name:- [[ChromeDriver: chrome on WINDOWS (21d5a9d17f2795f2ecd8d326c91e3862)] -> css selector: #postal-code]
2022-01-24 19:01:692 INFO  CheckOutStepOnePage :56 - Click on continue button:- [[ChromeDriver: chrome on WINDOWS (21d5a9d17f2795f2ecd8d326c91e3862)] -> xpath: //input[@id='continue']]
2022-01-24 19:01:443 INFO  ManageDriver :33 - Launching Chrome Browser
2022-01-24 19:01:01 INFO  HomePage :39 - Enter user name and password:- standard_usersecret_sauce
2022-01-24 19:01:360 INFO  HomePage :44 - Click on login button:- [[ChromeDriver: chrome on WINDOWS (e470ae8e089094c75287329ad0084f99)] -> id: login-button]
2022-01-24 19:01:56 INFO  InventoryPage :39 - Select from the drop down menu:- Price (high to low)
2022-01-24 19:01:210 INFO  InventoryPage :44 - Select the cheapest item:- [[ChromeDriver: chrome on WINDOWS (e470ae8e089094c75287329ad0084f99)] -> link text: Sauce Labs Onesie]
2022-01-24 19:01:351 INFO  InventoryItemPage :42 - Click on add to cart:- [[ChromeDriver: chrome on WINDOWS (e470ae8e089094c75287329ad0084f99)] -> xpath: //button[@id='add-to-cart-sauce-labs-onesie']]
2022-01-24 19:01:506 INFO  InventoryItemPage :60 - Click on back to products:- [[ChromeDriver: chrome on WINDOWS (e470ae8e089094c75287329ad0084f99)] -> xpath: //button[@id='back-to-products']]
2022-01-24 19:01:05 INFO  InventoryPage :39 - Select from the drop down menu:- Price (high to low)
2022-01-24 19:01:94 INFO  InventoryPage :49 - Select the costliest item:- [[ChromeDriver: chrome on WINDOWS (e470ae8e089094c75287329ad0084f99)] -> link text: Sauce Labs Fleece Jacket]
2022-01-24 19:01:192 INFO  InventoryItemPage :47 - Click on add to cart:- [[ChromeDriver: chrome on WINDOWS (e470ae8e089094c75287329ad0084f99)] -> xpath: //button[@id='add-to-cart-sauce-labs-fleece-jacket']]
2022-01-24 19:01:286 INFO  InventoryItemPage :65 - Click on shopping cart:- [[ChromeDriver: chrome on WINDOWS (e470ae8e089094c75287329ad0084f99)] -> xpath: //div[@id='shopping_cart_container']//a]
2022-01-24 19:01:376 INFO  CartPage :27 - Click on check out button:- [[ChromeDriver: chrome on WINDOWS (e470ae8e089094c75287329ad0084f99)] -> xpath: //button[@id='checkout']]
2022-01-24 19:01:511 INFO  CheckOutStepOnePage :38 - Send first name:- [[ChromeDriver: chrome on WINDOWS (e470ae8e089094c75287329ad0084f99)] -> css selector: #first-name]
2022-01-24 19:01:638 INFO  CheckOutStepOnePage :44 - Send last name:- [[ChromeDriver: chrome on WINDOWS (e470ae8e089094c75287329ad0084f99)] -> css selector: #last-name]
2022-01-24 19:01:757 INFO  CheckOutStepOnePage :50 - Send last name:- [[ChromeDriver: chrome on WINDOWS (e470ae8e089094c75287329ad0084f99)] -> css selector: #postal-code]
2022-01-24 19:01:875 INFO  CheckOutStepOnePage :56 - Click on continue button:- [[ChromeDriver: chrome on WINDOWS (e470ae8e089094c75287329ad0084f99)] -> xpath: //input[@id='continue']]
2022-01-24 19:01:07 INFO  CheckOutStepTwoPage :27 - Click on finish button:- [[ChromeDriver: chrome on WINDOWS (e470ae8e089094c75287329ad0084f99)] -> xpath: //button[@id='finish']]
2022-01-24 19:01:255 INFO  ManageDriver :33 - Launching Chrome Browser
2022-01-24 19:01:872 INFO  HomePage :39 - Enter user name and password:- standard_usersecret_sauce
2022-01-24 20:01:328 INFO  HomePage :44 - Click on login button:- [[ChromeDriver: chrome on WINDOWS (69cc364f139a3119bdeeae6d36aedd8d)] -> id: login-button]
2022-01-24 20:01:114 INFO  InventoryPage :39 - Select from the drop down menu:- Price (high to low)
2022-01-24 20:01:259 INFO  InventoryPage :44 - Select the cheapest item:- [[ChromeDriver: chrome on WINDOWS (69cc364f139a3119bdeeae6d36aedd8d)] -> link text: Sauce Labs Onesie]
2022-01-24 20:01:425 INFO  InventoryItemPage :42 - Click on add to cart:- [[ChromeDriver: chrome on WINDOWS (69cc364f139a3119bdeeae6d36aedd8d)] -> xpath: //button[@id='add-to-cart-sauce-labs-onesie']]
2022-01-24 20:01:678 INFO  InventoryItemPage :60 - Click on back to products:- [[ChromeDriver: chrome on WINDOWS (69cc364f139a3119bdeeae6d36aedd8d)] -> xpath: //button[@id='back-to-products']]
2022-01-24 20:01:93 INFO  InventoryPage :39 - Select from the drop down menu:- Price (high to low)
2022-01-24 20:01:179 INFO  InventoryPage :49 - Select the costliest item:- [[ChromeDriver: chrome on WINDOWS (69cc364f139a3119bdeeae6d36aedd8d)] -> link text: Sauce Labs Fleece Jacket]
